x,y
1345,0.667,8.537
1346,86.164,106.343
1347,121.291,105.047
1348,51.041,112.601
1349,-1.015,102.596
1350,43.881,91.682
1351,104.6,19.888
1352,66.319,107.527
1353,22.282,76.892
1354,32.459,55.958
1355,108.472,22.125
1356,61.966,85.247
1357,85.134,22.045
1358,13.643,25.024
1359,84.451,41.167
1360,60.478,63.748
1361,97.57,110.013
1362,34.266,12.53
1363,81.355,36.836
1364,93.124,20.426
1365,10.688,6.675
1366,116.109,8.868
1367,45.467,119.119
1368,19.439,123.925
1369,54.044,33.61
1370,71.095,85.257
1371,18.74,24.659
1372,96.809,44.164
1373,-8.206,47.741
1374,63.653,97.893
1375,-12.12,29.571
1376,91.781,82.033
1377,44.664,134.298
1378,92.913,59.913
1379,14.042,92.238
1380,68.745,105.139
1381,48.886,67.669
1382,0.585,67.909
1383,33.837,86.135
1384,34.257,10.258
1385,-18.836,48.04
1386,86.547,116.016
1387,113.135,58.718
1388,25.673,100.597
1389,-9.366,97.0
1390,7.554,68.531
1391,44.623,105.186
1392,90.838,44.392
1393,35.428,112.578
1394,22.997,130.406
1395,-5.855,130.767
1396,53.393,109.894
1397,-7.853,104.829
1398,40.484,53.594
1399,4.257,129.834
1400,37.468,94.84
1401,108.275,5.289
1402,19.699,89.976
1403,-19.472,54.084
1404,84.104,63.233
1405,69.42,17.787
1406,56.161,46.938
1407,67.718,35.151
1408,-20.626,73.832
1409,-1.769,45.207
1410,32.957,46.931
1411,35.054,95.294
1412,82.848,76.059
1413,-8.595,85.577
1414,44.885,59.475
1415,64.322,33.0
1416,41.507,46.708
1417,0.496,29.07
1418,-7.307,70.605
1419,103.911,57.534
1420,8.41,126.293
1421,61.455,94.517
1422,84.154,109.277
1423,37.226,117.981
1424,-1.59,13.1
1425,2.497,19.772
1426,63.265,104.366
1427,17.159,19.924
1428,-10.839,30.039
1429,102.887,90.249
1430,109.956,80.426
1431,83.61,11.735
1432,107.316,119.272
1433,86.085,60.808
1434,92.928,84.381
1435,108.959,125.067
1436,81.533,64.596
1437,119.098,102.041
1438,2.271,82.082
1439,77.449,93.191
1440,-2.074,133.769
1441,11.7,45.931
1442,67.996,61.286
1443,94.632,48.573
1444,34.67,33.441
1445,-7.097,42.823
1446,78.524,82.693
1447,105.451,20.778
1448,6.212,105.938
1449,-14.314,71.143
1450,110.367,127.132
1451,52.298,70.781
1452,115.011,116.352
1453,112.766,134.269
1454,-17.469,20.035
1455,42.236,50.957
1456,61.132,42.643
1457,55.43,43.062
1458,121.161,128.919
1459,37.876,31.606
1460,29.625,13.031
1461,111.053,71.78
1462,124.508,63.573
1463,71.444,13.912
1464,-21.456,78.143
1465,37.408,15.927
1466,86.124,43.582
1467,50.89,123.03
1468,91.923,23.091
1469,53.988,97.653
1470,86.368,127.565
1471,68.172,115.937
1472,119.785,82.427
1473,120.55,17.451
1474,5.2,23.173
1475,14.533,96.189
1476,28.148,24.938
1477,48.063,61.149
1478,-10.558,6.128
1479,58.962,116.446
1480,9.496,109.99
1481,89.701,71.207
1482,95.737,22.14
1483,32.553,99.415
1484,-18.095,115.785
1485,120.508,95.57
1486,94.262,49.128
1487,4.429,127.523
1488,-2.75,35.574
1489,78.124,103.421
1490,39.825,82.251
1491,-16.186,96.264
1492,39.04,112.838
1493,124.801,33.987
1494,62.925,26.258
1495,9.999,91.893
1496,69.912,109.329
1497,78.197,62.486
1498,47.539,36.004
1499,116.576,129.882
1500,62.104,110.524
1501,89.527,24.147
1502,65.704,59.61
1503,38.849,51.459
1504,37.238,91.57
1505,39.528,101.541
1506,6.181,100.168
1507,2.363,97.436
1508,31.226,74.294
1509,50.202,34.423
1510,6.251,20.415
1511,47.828,15.037
1512,12.578,123.191
1513,91.507,37.386
1514,72.948,98.376
1515,63.556,22.799
1516,-14.186,106.746
1517,42.736,110.526
1518,68.972,107.312
1519,10.051,28.218
1520,109.471,75.064
1521,34.556,135.205
1522,112.334,49.926
1523,9.695,132.807
1524,97.023,117.152
1525,15.708,55.853
1526,36.599,62.798
1527,38.178,48.504
1528,107.694,12.462
1529,14.556,45.973
1530,98.315,70.287
1531,68.235,28.338
1532,67.928,71.249
1533,75.351,12.301
1534,-1.628,100.628
1535,55.842,69.131
1536,-17.34,46.415
1537,-18.771,42.98
1538,-21.596,28.42
1539,-2.445,11.257
1540,74.856,83.622
1541,49.891,37.275
1542,15.804,73.906
1543,101.173,11.118
1544,33.526,76.647
1545,63.238,78.971
1546,116.094,117.029
1547,60.551,116.463
1548,110.715,25.714
1549,113.828,61.283
1550,30.922,63.259
1551,53.738,107.116
1552,118.314,54.649
1553,26.426,60.783
1554,118.902,48.307
1555,12.455,92.003
1556,-11.044,88.273
1557,-4.991,39.997
1558,16.918,134.39
1559,8.601,111.176
1560,36.511,88.086
1561,116.115,109.259
1562,65.651,110.892
1563,-14.077,56.231
1564,121.576,65.48
1565,101.205,45.72
1566,89.561,69.521
1567,121.998,120.632
1568,88.246,51.522
1569,112.096,4.602
1570,86.983,42.343
1571,38.322,51.266
1572,52.783,76.306
1573,32.178,132.65
1574,34.353,116.841
1575,109.595,131.469
1576,123.137,52.625
1577,9.03,28.501
1578,69.665,38.996
1579,-21.733,21.437
1580,-12.392,55.904
1581,-9.74,55.93
1582,14.519,129.461
1583,108.453,30.877
1584,1.008,101.549
1585,29.796,44.207
1586,93.857,78.649
1587,1.335,81.439
1588,20.424,119.733
1589,87.118,64.971
1590,-17.218,122.575
1591,109.198,131.62
1592,-11.928,58.886
1593,108.343,35.413
1594,36.224,128.358
1595,-19.669,47.898
1596,39.768,110.048
1597,30.713,87.998
1598,-18.879,51.312
1599,-14.457,56.625
1600,121.378,33.765
1601,111.646,133.04
1602,24.103,108.774
1603,27.783,25.717
1604,54.579,124.008
1605,55.466,32.797
1606,77.049,73.856
1607,84.135,90.296
1608,69.437,128.291
1609,75.354,32.406
1610,112.904,35.462
1611,64.629,17.879
1612,-12.478,131.503
1613,26.683,25.387
1614,78.421,94.045
1615,68.982,72.786
1616,58.556,72.609
1617,12.099,29.283
1618,42.746,28.753
1619,103.711,48.987
1620,36.334,40.326
1621,96.657,127.889
1622,62.169,23.11
1623,112.388,69.114
1624,14.889,96.568
1625,97.464,73.137
1626,36.817,48.619
1627,117.194,130.736
1628,0.71,27.115
1629,55.526,14.809
1630,94.045,95.267
1631,35.877,104.93
1632,65.361,97.967
1633,76.415,106.303
1634,-9.747,120.538
1635,62.931,53.893
1636,111.158,102.271
1637,22.475,87.872
1638,107.154,10.034
1639,54.47,103.683
1640,-3.612,67.358
1641,74.698,104.154
1642,96.871,71.882
1643,85.853,41.12
1644,41.775,15.265
1645,103.491,95.745
1646,85.671,29.422
1647,92.858,135.173
1648,43.085,98.553
1649,81.913,49.058
1650,67.477,52.638
1651,-21.75,86.162
1652,46.81,65.155
1653,-9.209,79.363
1654,22.512,118.849
1655,23.128,89.086
1656,28.636,114.906
1657,119.079,73.149
1658,88.893,121.813
1659,75.137,21.129
1660,27.911,75.857
1661,124.563,71.85
1662,-17.2,125.867
1663,32.565,72.198
1664,90.3,69.792
1665,103.497,27.581
1666,96.508,126.385
1667,-3.196,10.19
1668,112.657,111.95
1669,43.787,30.086
1670,77.047,60.566
1671,58.083,22.638
1672,52.789,57.805
1673,47.301,87.168
1674,78.919,53.371
1675,-5.187,34.072
1676,39.443,16.465
1677,4.572,20.646
1678,-17.054,12.364
1679,2.455,111.031
1680,51.815,44.848
1681,59.88,38.29
1682,5.817,30.22
1683,78.012,80.932
1684,46.309,13.123
1685,-6.247,98.483
1686,109.232,29.319
1687,119.371,132.449
1688,107.734,22.165
1689,90.992,53.165
1690,64.021,8.942
1691,99.39,28.538
1692,64.622,39.119
1693,51.699,119.464
1694,5.171,70.006
1695,4.084,32.108
1696,35.723,9.472
1697,105.84,80.837
1698,68.018,6.221
1699,70.634,6.501
1700,107.112,129.432
1701,-10.806,23.122
1702,-4.297,123.321
1703,36.266,4.944
1704,0.173,126.525
1705,24.142,48.967
1706,28.647,45.241
1707,17.249,111.151
1708,-13.747,54.59
1709,85.692,99.482
1710,18.843,98.393
1711,88.281,95.615
1712,21.249,127.397
1713,18.264,126.948
1714,109.051,62.342
1715,28.982,118.117
1716,10.789,11.131
1717,70.684,121.619
1718,92.23,45.835
1719,41.312,47.058
1720,26.723,81.289
1721,124.291,10.819
1722,37.981,56.046
1723,94.995,10.475
1724,58.116,5.43
1725,27.543,59.179
1726,13.968,109.567
1727,3.323,127.081
1728,122.712,78.234
1729,72.086,54.083
1730,42.754,132.031
1731,65.434,105.931
1732,10.864,55.639
1733,68.416,13.214
1734,115.647,119.694
1735,-1.359,128.982
1736,61.411,86.26
1737,28.056,42.986
1738,43.426,79.093
1739,60.721,62.451
1740,111.642,43.303
1741,36.705,86.254
1742,-10.923,96.339
1743,113.202,37.526
1744,-8.115,93.03
1745,24.627,82.168
1746,102.615,16.027
1747,113.109,105.379
1748,93.811,120.21
1749,32.002,70.878
1750,106.268,87.275
1751,112.13,29.739
1752,81.873,23.108
1753,90.247,56.747
1754,-11.437,53.463
1755,34.376,57.021
1756,-8.718,81.399
1757,39.522,109.101
1758,78.785,77.541
1759,104.49,27.052
1760,10.075,5.301
1761,-5.51,58.023
1762,106.098,130.867
1763,29.055,25.671
1764,80.37,17.544
1765,58.944,82.632
1766,-21.914,81.692
1767,47.012,20.818
1768,86.107,70.403
1769,41.279,131.429
1770,79.431,48.324
1771,97.325,23.008
1772,-2.858,31.018
1773,-18.367,31.423
1774,107.199,93.579
1775,101.402,122.467
1776,40.192,29.928
1777,61.67,89.706
1778,56.732,107.603
1779,88.518,105.23
1780,74.549,79.178
1781,108.477,48.974
1782,24.93,8.507
1783,28.819,112.679
1784,106.782,66.437
1785,22.509,104.56
1786,97.664,34.616
1787,-3.181,94.614
1788,103.535,117.603
1789,119.266,22.069
1790,72.484,115.512
1791,94.385,34.43
1792,84.156,12.668
1793,85.538,8.784
1794,63.05,8.264
1795,36.925,30.763
1796,22.958,129.188
1797,37.191,39.294
1798,3.433,77.847
1799,55.777,24.194
1800,31.371,51.809
1801,28.357,39.315
1802,-6.381,31.796
1803,48.661,25.452
1804,81.963,121.197
1805,112.64,64.576
1806,84.557,69.385
1807,44.701,30.565
1808,43.681,74.532
1809,57.333,12.376
1810,114.094,41.82
1811,51.629,99.811
1812,106.015,20.946
1813,-13.878,41.035
1814,63.536,126.59
1815,33.11,69.322
1816,20.394,7.802
1817,84.441,53.732
1818,61.013,32.047
1819,72.385,59.184
1820,30.008,38.284
1821,72.013,116.622
1822,103.507,93.038
1823,63.887,119.326
1824,66.248,88.291
1825,112.123,8.346
1826,16.98,62.273
1827,20.537,8.575
1828,-8.354,40.104
1829,-2.72,49.946
1830,73.696,5.046
1831,106.797,69.2
1832,54.581,59.681
1833,18.316,106.731
1834,64.763,39.806
1835,96.717,102.694
1836,-6.476,27.597
1837,10.996,131.248
1838,32.274,43.423
1839,39.401,65.128
1840,121.742,97.754
1841,44.923,63.922
1842,123.338,38.744
1843,82.61,26.526
1844,33.383,63.855
1845,105.275,113.365
1846,29.74,50.904
1847,90.817,25.238
1848,111.947,109.138
1849,19.563,133.495
1850,96.744,71.309
1851,121.212,64.675
1852,32.71,127.662
1853,-17.772,57.373
1854,32.07,70.31
1855,68.419,25.242
1856,6.285,91.795
1857,42.212,32.026
1858,-20.512,71.35
1859,-6.786,130.572
1860,-8.1,66.191
1861,122.233,10.047
1862,43.532,118.074
1863,112.679,37.234
1864,100.756,95.915
1865,-14.073,104.708
1866,7.594,69.006
1867,49.913,72.231
1868,89.747,94.637
1869,29.167,109.638
1870,110.793,112.406
1871,85.612,112.613
1872,73.869,7.518
1873,16.148,67.691
1874,-0.589,88.701
1875,117.569,95.725
1876,11.063,38.974
1877,71.903,29.217
1878,57.832,71.524
1879,38.589,72.738
1880,67.028,54.627
1881,65.051,11.42
1882,3.979,65.6
1883,-20.941,116.387
1884,21.969,93.051
1885,2.425,127.722
1886,46.158,40.204
1887,61.776,6.312
1888,39.788,85.621
1889,-1.07,67.579
1890,23.447,80.468
1891,97.114,51.253
1892,49.576,135.019
1893,-13.072,128.204
1894,70.862,44.227
1895,59.123,49.253
1896,89.276,94.458
1897,83.541,129.526
1898,47.906,21.84
1899,98.951,127.59
1900,55.817,122.874
1901,73.569,109.187
1902,101.272,46.995
1903,76.716,21.401
1904,22.253,97.276
1905,17.852,75.17
1906,115.405,97.779
1907,93.035,73.043
1908,23.861,67.321
1909,46.857,117.975
1910,119.598,110.621
1911,57.404,109.563
1912,-12.269,37.516
1913,90.547,126.613
1914,110.034,79.772
1915,54.119,129.003
1916,57.47,81.364
1917,17.92,134.189
1918,53.286,71.339
1919,49.996,71.47
1920,19.081,132.494
1921,29.469,73.03
1922,25.016,57.688
1923,56.672,128.316
1924,93.796,60.757
1925,21.175,23.823
1926,125.387,76.345
1927,99.345,53.455
1928,2.828,72.405
1929,77.823,67.695
1930,44.773,16.579
1931,122.645,42.773
1932,-11.122,43.191
1933,45.43,128.444
1934,58.413,52.73
1935,2.541,80.102
1936,84.882,22.644
1937,87.301,40.473
1938,81.982,65.048
1939,1.911,36.742
1940,64.725,10.027
1941,88.923,36.213
1942,12.703,128.041
1943,62.57,36.244
1944,-13.49,46.506
1945,31.641,57.14
1946,57.371,9.039
1947,13.145,119.861
1948,51.419,98.434
1949,125.201,128.969
1950,-17.345,96.927
1951,25.774,119.793
1952,71.205,85.874
1953,48.44,36.868
1954,-6.006,62.835
1955,-11.632,125.565
1956,48.469,19.321
1957,77.042,24.611
1958,-18.512,88.424
1959,48.2,22.962
1960,21.793,30.971
1961,122.721,127.53
1962,34.812,10.948
1963,102.948,99.283
1964,12.014,80.86
1965,37.541,90.499
1966,34.987,55.183
1967,65.748,106.957
1968,8.366,8.275
1969,29.503,101.708
1970,2.562,106.616
1971,92.125,103.341
1972,-18.04,92.039
1973,104.167,82.532
1974,-11.011,127.426
1975,108.324,18.09
1976,123.859,113.588
1977,121.902,105.113
1978,34.164,20.789
1979,20.918,19.398
1980,63.048,14.557
1981,-21.218,27.449
1982,73.111,9.618
1983,46.582,124.225
1984,79.773,93.664
1985,8.467,27.736
1986,121.479,8.77
1987,101.462,131.962
1988,-20.532,9.223
1989,44.362,129.116
1990,59.405,32.611
1991,58.931,18.533
1992,99.523,41.497
1993,68.231,65.097
1994,62.761,36.217
1995,124.057,44.311
1996,93.685,16.107
1997,92.567,68.242
1998,114.44,94.157
1999,105.886,54.208
2000,16.663,83.539
2001,-15.068,47.645
2002,-18.252,11.154
2003,58.311,60.381
2004,63.83,11.532
2005,63.292,76.313
2006,6.924,108.073
2007,79.517,79.309
2008,27.111,101.774
2009,-12.042,44.118
2010,56.626,90.139
2011,81.27,127.515
2012,23.712,98.832
2013,-10.519,91.216
2014,118.445,91.59
2015,-0.127,40.885
2016,5.251,103.201
2017,75.594,134.13
2018,72.023,55.474
2019,56.12,58.853
2020,102.947,107.742
2021,69.158,45.303
2022,36.372,86.615
2023,68.393,15.961
2024,103.569,22.083
2025,105.666,92.003
2026,10.017,50.417
2027,29.421,92.038
2028,-9.442,99.352
2029,101.474,129.495
2030,-9.155,100.866
2031,111.744,82.996
2032,65.918,41.769
2033,31.188,28.649
2034,-13.341,107.246
2035,76.381,116.244
2036,50.507,40.948
2037,79.478,127.664
2038,13.935,56.103
2039,42.078,26.553
2040,38.132,47.53
2041,4.801,65.299
2042,85.089,16.395
2043,108.447,81.691
2044,5.612,95.544
2045,-1.071,96.349
2046,19.428,16.449
2047,98.447,93.215
2048,-17.51,95.154
2049,-2.588,84.203
2050,25.287,131.595
2051,100.873,50.766
2052,58.98,32.135
2053,35.675,76.486
2054,54.215,122.729
2055,29.233,99.103
2056,82.379,123.897
2057,33.696,100.873
2058,0.38,54.277
2059,54.091,107.359
2060,-17.496,105.483
2061,3.083,77.713
2062,68.065,102.186
2063,118.293,86.836
2064,119.385,55.602
2065,65.002,121.595
2066,6.739,119.563
2067,85.612,14.377
2068,20.56,66.989
2069,71.46,94.842
2070,119.58,11.363
2071,78.795,95.08
2072,4.426,4.845
2073,69.67,95.726
2074,56.27,36.564
2075,-2.049,31.486
2076,123.551,37.737
2077,98.042,40.562
2078,95.629,26.266
2079,2.558,122.046
2080,61.694,101.905
2081,20.454,109.301
2082,-19.191,37.439
2083,110.161,26.302
2084,100.614,52.988
2085,7.675,133.945
2086,49.321,108.625
2087,76.396,93.143
2088,114.676,126.574
2089,40.296,28.221
2090,10.512,130.651
2091,30.466,7.891
2092,-17.606,57.816
2093,37.834,17.422
2094,58.51,125.953
2095,5.724,75.13
2096,69.708,18.894
2097,1.973,50.581
2098,57.654,60.389
2099,9.225,79.46
2100,-3.442,95.409
2101,97.962,32.24
2102,84.144,113.093
2103,75.461,68.282
2104,37.866,15.757
2105,98.014,82.116
2106,92.018,123.369
2107,121.777,107.323
2108,15.849,105.1
2109,79.497,99.182
2110,99.021,110.206
2111,93.562,14.026
2112,116.268,109.261
2113,8.517,112.94
2114,30.407,79.384
2115,-22.05,104.621
2116,-12.757,119.069
2117,48.126,101.492
2118,10.692,106.446
2119,-5.515,107.816
2120,54.013,65.015
2121,114.063,90.151
2122,50.703,23.478
2123,20.404,89.019
2124,37.131,40.018
2125,121.208,23.834
2126,-18.984,23.94
2127,90.308,64.639
2128,84.458,41.212
2129,-13.035,122.255
2130,107.615,15.986
2131,109.229,36.705
2132,13.771,13.237
2133,121.478,96.924
2134,113.607,73.132
2135,62.597,68.946
2136,-20.168,64.988
2137,53.372,70.994
2138,28.781,81.53
2139,89.564,100.359
2140,39.72,28.156
2141,38.569,116.314
2142,97.646,97.316
2143,-0.226,45.529
2144,-5.529,60.644
2145,27.22,31.909
2146,22.65,37.05
2147,70.873,69.633
2148,76.923,116.624
2149,4.992,28.013
2150,55.409,9.831
2151,109.457,55.372
2152,98.007,35.25
2153,103.18,134.584
2154,69.428,35.027
2155,52.205,126.94
2156,18.332,133.103
2157,112.708,80.397
2158,66.158,25.443
2159,-20.766,121.254
2160,108.012,8.116
2161,-10.462,112.149
2162,31.372,134.813
2163,95.548,131.376
2164,93.898,126.223
2165,30.138,113.727
2166,37.526,113.779
2167,13.054,39.304
2168,60.423,13.899
2169,72.852,48.96
2170,17.388,55.323
2171,14.281,77.447
2172,-12.931,26.719
2173,36.297,76.828
2174,123.007,91.604
2175,-17.423,79.871
2176,57.319,86.554
2177,50.207,48.385
2178,59.147,125.898
2179,96.905,134.168
2180,107.835,80.87
2181,116.67,47.941
2182,-20.887,31.123
2183,22.078,85.524
2184,32.242,79.87
2185,111.117,119.196
2186,66.941,43.184
2187,69.792,78.405
2188,66.365,120.657
2189,107.453,102.261
2190,23.765,21.393
2191,93.272,85.963
2192,70.634,75.142
2193,87.526,113.549
2194,-8.917,58.919
2195,80.38,94.846
2196,56.017,10.894
2197,30.403,9.645
2198,16.063,129.459
2199,12.44,33.683
2200,114.105,79.293
2201,38.024,90.18
2202,-15.279,73.726
2203,45.784,35.358
2204,31.002,47.935
2205,82.651,74.145
2206,105.826,120.045
2207,75.348,50.616
2208,109.549,90.272
2209,3.009,73.822
2210,97.938,75.501
2211,84.526,125.829
2212,14.958,51.055
2213,54.776,92.667
2214,67.371,124.023
2215,-8.078,82.912
2216,115.561,34.851
2217,89.732,16.015
2218,81.293,31.965
2219,28.802,55.745
2220,116.804,94.446
2221,100.258,49.072
2222,71.18,75.517
2223,49.419,31.518
2224,123.3,114.036
2225,40.849,131.672
2226,105.895,57.723
2227,100.695,44.341
2228,-9.802,107.283
2229,115.389,66.318
2230,105.68,112.71
2231,4.003,23.468
2232,-6.136,110.78
2233,86.426,50.239
2234,20.524,46.665
2235,-2.874,84.82
2236,74.221,31.543
2237,-0.105,49.168
2238,51.785,117.873
2239,115.509,27.943
2240,110.105,118.989
2241,107.365,31.054
2242,25.851,110.812
2243,-20.947,11.253
2244,65.632,50.458
2245,45.277,54.058
2246,120.115,113.306
2247,93.642,21.099
2248,62.967,23.829
2249,34.436,121.432
2250,59.606,65.1
2251,80.727,50.945
2252,111.322,17.935
2253,44.213,110.167
2254,22.565,58.186
2255,63.09,106.746
2256,26.31,85.239
2257,105.914,106.307
2258,106.766,20.051
2259,-11.629,14.902
2260,-5.377,25.911
2261,40.597,113.909
2262,31.638,20.607
2263,55.911,106.888
2264,17.04,56.491
2265,10.337,34.158
2266,8.549,127.249
2267,78.838,82.342
2268,50.078,114.695
2269,84.727,40.235
2270,8.332,73.252
2271,110.04,126.295
2272,57.886,106.542
2273,40.414,114.062
2274,89.954,123.963
2275,50.79,64.666
2276,67.819,45.39
2277,55.001,67.776
2278,98.513,67.417
2279,74.371,122.879
2280,76.705,45.838
2281,38.023,100.877
2282,18.934,70.36
2283,101.831,119.015
2284,37.059,40.145
2285,-21.081,36.946
2286,118.636,60.325
2287,11.432,50.015
2288,60.618,59.191
2289,88.231,102.673
2290,111.306,14.466
2291,12.866,127.696
2292,69.26,29.58
2293,-18.806,67.466
2294,108.424,63.55
2295,117.631,118.068
2296,58.085,6.126
2297,-5.402,111.414
2298,-8.852,97.766
2299,74.565,103.761
2300,22.425,67.987
2301,91.367,83.593
2302,77.702,133.427
2303,77.167,18.128
2304,13.09,73.705
2305,-6.996,86.796
2306,34.148,112.275
2307,24.273,4.514
2308,-18.996,75.113
2309,98.727,41.283
2310,41.461,47.353
2311,124.413,104.716
2312,51.706,47.663
2313,-9.036,29.647
2314,104.25,22.343
2315,62.104,32.971
2316,48.635,127.77
2317,15.978,26.207
2318,120.148,32.06
2319,18.039,35.211
2320,-12.372,9.818
2321,-21.988,112.869
2322,87.096,21.468
2323,122.453,119.94
2324,17.304,106.305
2325,48.987,76.959
2326,120.502,84.168
2327,67.87,131.223
2328,48.328,28.369
2329,78.545,72.96
2330,115.404,24.851
2331,12.955,107.079
2332,36.836,91.29
2333,25.152,55.729
2334,57.428,71.903
2335,117.619,129.342
2336,59.236,112.441
2337,7.032,8.181
2338,96.23,47.656
2339,-17.058,116.962
2340,-17.686,12.348
2341,-20.152,107.953
2342,60.038,113.456
2343,73.244,35.96
2344,104.139,87.047
2345,-7.663,88.647
2346,113.564,88.53
2347,-12.501,112.787
2348,100.984,68.718
2349,114.08,12.348
2350,80.797,97.886
2351,13.887,110.795
2352,103.996,34.508
2353,28.998,59.668
2354,58.59,69.023
2355,23.178,96.327
2356,78.988,43.371
2357,103.936,134.703
2358,56.917,31.124
2359,17.754,85.987
2360,94.57,28.431
2361,10.884,74.78
2362,53.229,31.538
2363,48.07,90.215
2364,19.77,34.006
2365,44.003,95.259
2366,-12.571,85.761
2367,-19.035,108.553
2368,62.255,63.178
2369,-14.302,18.423
2370,103.005,127.832
2371,51.697,22.714
2372,82.309,36.927
2373,0.101,68.391
2374,37.316,48.367
2375,119.025,9.753
2376,89.719,129.837
2377,6.636,102.578
2378,55.437,92.727
2379,-9.91,46.098
2380,-11.497,47.607
2381,82.089,30.428
2382,111.669,129.858
2383,90.475,18.025
2384,105.312,22.657
2385,61.777,25.679
2386,81.893,92.827
2387,90.365,97.769
2388,63.114,85.393
2389,-4.142,101.968
2390,-7.993,50.746
2391,-21.836,18.209
2392,34.304,81.392
2393,109.599,130.45
2394,-21.077,27.719
2395,65.303,85.751
2396,87.669,9.375
2397,98.473,117.309
2398,66.029,64.301
2399,-9.643,38.806
2400,31.942,11.713
2401,116.626,102.069
2402,72.386,75.026
2403,102.843,76.703
2404,99.427,18.415
2405,105.834,91.327
2406,-16.275,22.108
2407,20.87,132.895
2408,123.964,63.181
2409,99.488,115.959
2410,88.542,132.87
2411,44.196,108.977
2412,65.711,80.653
2413,34.029,86.422
2414,63.81,88.691
2415,-12.368,47.275
2416,-18.29,4.821
2417,101.912,11.229
2418,84.392,82.562
2419,55.994,39.629
2420,8.549,44.442
2421,19.142,18.778
2422,114.023,97.162
2423,0.475,14.844
2424,78.528,59.859
2425,76.627,115.017
2426,-15.216,94.147
2427,102.325,76.699
2428,45.133,77.716
2429,42.156,58.101
2430,30.876,36.32
2431,86.377,33.54
2432,58.712,37.904
2433,-15.342,88.369
2434,103.343,97.2
2435,-5.608,59.865
2436,-11.706,109.379
2437,86.97,69.641
2438,104.658,92.922
2439,-18.772,86.576
2440,80.311,52.571
2441,-0.468,132.906
2442,4.331,58.289
2443,95.538,14.157
2444,24.387,40.265
2445,61.232,41.361
2446,13.104,23.173
2447,34.016,75.0
2448,69.991,59.806
2449,52.203,118.067
2450,18.88,112.541
2451,115.89,100.845
2452,-3.205,10.519
2453,53.465,92.478
2454,-16.464,90.353
2455,-5.974,11.44
2456,-6.747,121.242
2457,108.193,15.434
2458,31.137,97.277
2459,41.968,38.769
2460,-11.085,108.299
2461,122.044,4.681
2462,-10.527,82.353
2463,94.153,75.859
2464,102.403,10.69
2465,28.363,51.0
2466,81.988,15.966
2467,31.68,50.674
2468,26.539,32.619
2469,41.476,47.56
2470,57.245,26.869
2471,92.21,133.599
2472,47.171,102.133
2473,-16.952,46.397
2474,74.51,35.759
2475,0.807,29.301
2476,37.258,88.988
2477,119.675,19.437
2478,32.426,78.892
2479,101.477,111.708
2480,65.268,24.06
2481,74.832,14.004
2482,71.313,106.301
2483,56.287,6.262
2484,74.422,78.223
2485,-21.025,126.603
2486,110.814,67.914
2487,5.114,134.802
2488,50.221,60.599
2489,99.15,46.244
2490,73.858,128.15
2491,19.014,135.394
2492,20.861,61.659
2493,67.403,68.082
2494,69.907,18.022
2495,3.873,12.442
2496,-7.265,8.83
2497,105.264,77.077
2498,76.348,97.551
2499,47.292,39.43
2500,44.194,35.815
2501,44.201,81.955
2502,75.398,11.415
2503,86.555,95.311
2504,5.586,42.199
2505,45.251,60.519
2506,-19.412,86.138
2507,117.514,119.357
2508,107.931,121.974
2509,69.968,133.37
2510,65.76,21.257
2511,11.292,68.419
2512,97.713,95.025
2513,81.097,69.46
2514,100.128,114.435
2515,88.808,21.745
2516,63.507,6.746
2517,87.137,46.421
2518,19.338,117.178
2519,-18.522,118.372
2520,91.155,128.369
2521,65.421,77.04
2522,-15.078,68.685
2523,9.031,64.632
2524,32.607,56.831
2525,123.21,110.766
2526,-14.781,35.695
2527,52.023,107.777
2528,92.974,111.211
2529,28.643,33.439
2530,23.79,131.759
2531,89.747,125.558
2532,36.54,22.845
2533,115.942,49.529
2534,34.374,128.97
2535,15.817,67.975
2536,35.682,13.436
2537,107.468,26.814
2538,44.891,12.341
2539,-4.45,53.593
2540,19.975,110.369
2541,100.19,109.403
2542,-0.432,15.363
2543,100.21,116.258
2544,-18.897,79.571
2545,73.423,114.994
2546,74.79,131.158
2547,50.027,29.052
2548,-0.641,45.682
2549,57.447,105.023
2550,47.331,9.539
2551,110.58,49.732
2552,113.184,131.493
2553,-16.387,12.392
2554,110.908,45.417
2555,57.017,132.107
2556,40.419,101.416
2557,99.653,91.027
2558,-6.047,49.711
2559,38.967,106.102
2560,15.822,56.883
2561,47.237,23.924
2562,50.47,21.494
2563,-13.734,33.813
2564,124.16,56.701
2565,73.025,67.488
2566,97.089,56.919
2567,11.612,26.657
2568,40.295,119.505
2569,105.932,63.224
2570,95.988,53.564
2571,-0.106,14.617
2572,10.653,76.937
2573,60.58,114.752
2574,-4.831,20.85
2575,28.005,59.215
2576,89.67,53.848
2577,7.316,20.208
2578,111.311,135.756
2579,26.08,43.65
2580,85.891,47.559
2581,-7.203,108.278
2582,116.851,42.217
2583,-16.878,31.381
2584,44.331,98.636
2585,73.772,113.337
2586,53.313,78.604
2587,107.277,131.557
2588,78.781,117.456
2589,-18.799,18.98
2590,109.407,42.698
2591,77.324,127.639
2592,12.213,118.793
2593,13.166,91.979
2594,120.877,102.851
2595,84.923,130.188
2596,41.166,69.008
2597,42.42,64.866
2598,73.127,131.432
2599,34.119,11.44
